temperature,humidity,gas,time_hours,usage
19.311,55.122,309.017,13.35,0.32566
19.302,55.734,314.55,13.37,0.32258
19.377,55.668,316.15,13.39,0.33925
19.276,55.612,317.298,13.41,0.34164
19.248,56.248,320.737,13.43,0.33758
19.548,56.955,315.886,13.45,0.34548
19.334,57.433,312.229,13.47,0.34514
19.089,57.456,318.51,13.49,0.33664
19.465,58.43,323.758,13.51,0.334
19.784,57.494,322.264,13.53,0.36298
19.973,57.559,320.694,13.55,0.36061
20.183,57.496,326.189,13.57,0.34251
19.853,57.782,332.797,13.59,0.34605
19.603,57.061,337.844,13.61,0.3474
19.606,58.042,331.014,13.63,0.35569
19.618,58.657,328.988,13.65,0.34846
19.286,59.139,332.974,13.67,0.33845
19.18,59.925,326.012,13.69,0.33928
19.235,59.593,322.821,13.71,0.34375
18.916,59.652,325.715,13.73,0.34859
18.509,60.341,321.164,13.75,0.35051
18.37,60.907,317.052,13.77,0.32361
18.367,59.972,313.206,13.79,0.3423
18.704,59.134,318.555,13.81,0.35108
19.074,59.531,320.993,13.83,0.3441
19.227,60.369,315.401,13.85,0.33258
18.799,61.259,314.634,13.87,0.34391
19.14,62.241,309.899,13.89,0.34745
19.528,61.338,313.457,13.91,0.33449
19.676,61.367,310.093,13.93,0.32414
19.293,60.573,312.022,13.95,0.33195
19.01,60.957,314.638,13.97,0.3397
19.445,60.728,319.34,13.99,0.32707
19.685,61.705,324.193,14.01,0.35215
19.811,61.411,326.705,14.03,0.36234
20.31,61.396,320.564,14.05,0.35383
19.929,60.886,318.166,14.07,0.35528
19.612,60.217,311.796,14.09,0.35452
19.806,59.297,305.192,14.11,0.3383
19.589,59.491,304.277,14.13,0.35095
19.376,59.849,298.033,14.15,0.34651
19.857,60.327,297.546,14.17,0.31953
20.17,60.8,293.654,14.19,0.32779
20.132,61.453,296.227,14.21,0.33711
20.282,60.993,294.431,14.23,0.31278
20.569,60.859,293.567,14.25,0.32182
20.279,61.035,289.822,14.27,0.31018
20.546,60.788,288.146,14.29,0.32521
20.861,60.43,291.758,14.31,0.34999
21.022,60.293,295.227,14.33,0.33416
20.936,60.344,292.675,14.35,0.31768
20.851,59.591,291.422,14.37,0.33438
21.282,58.664,293.122,14.39,0.33415
20.802,58.163,287.781,14.41,0.31786
20.577,57.966,288.187,14.43,0.30821
20.239,57.153,288.883,14.45,0.31986
20.287,56.596,282.222,14.47,0.33982
19.895,55.85,277.274,14.49,0.33556
20.013,56.071,284.087,14.51,0.30545
20.488,55.479,285.81,14.53,0.32273
20.372,56.341,280.9,14.55,0.34159
20.251,56.639,287.45,14.57,0.30804
20.674,56.774,290.312,14.59,0.31623
20.707,57.121,289.699,14.61,0.31622
20.451,57.83,283.182,14.63,0.33217
20.95,56.845,278.437,14.65,0.33027
20.51,57.025,281.013,14.67,0.32612
20.376,57.419,282.333,14.69,0.31107
20.439,58.183,284.668,14.71,0.32369
20.26,57.355,281.093,14.73,0.30164
20.747,56.8,285.501,14.75,0.31397
20.531,56.636,283.043,14.77,0.33612
20.988,57.387,278.193,14.79,0.33442
20.636,58.214,278.444,14.81,0.31493
20.293,57.237,274.915,14.83,0.33349
20.59,58.177,269.325,14.85,0.31831
20.348,58.263,266.812,14.87,0.30273
20.421,57.629,266.38,14.89,0.31754
20.05,58.491,266.46,14.91,0.32218
20.204,58.911,269.486,14.93,0.32749
20.317,58.467,263.879,14.95,0.31335
19.884,57.95,257.729,14.97,0.30408
19.544,58.17,261.801,14.99,0.31596
19.353,58.268,262.683,15.01,0.30153
19.508,57.689,269.392,15.03,0.29228
19.838,57.877,265.82,15.05,0.31753
19.422,58.426,267.08,15.07,0.29062
19.002,58.927,264.181,15.09,0.31721
19.264,59.324,261.082,15.11,0.30929
19.712,58.507,258.648,15.13,0.29117
19.605,58.991,258.287,15.15,0.30373
19.419,58.274,255.024,15.17,0.31185
19.522,58.03,259.083,15.19,0.28357
19.276,57.49,265.878,15.21,0.31271
19.393,56.5,261.459,15.23,0.30738
19.273,57.349,265.165,15.25,0.30183
19.523,58.299,264.618,15.27,0.3107
19.941,57.797,270.03,15.29,0.29525
20.09,58.363,271.635,15.31,0.31319
20.207,57.666,267.653,15.33,0.30198
20.305,57.55,264.075,15.35,0.32448
20.179,57.442,262.811,15.37,0.2948
20.41,57.339,256.039,15.39,0.32254
20.726,57.786,261.206,15.41,0.32582
20.564,58.008,262.729,15.43,0.3004
20.286,57.235,264.96,15.45,0.32093
20.547,56.868,260.833,15.47,0.30638
20.593,57.706,266.081,15.49,0.32894
20.944,58.635,265.598,15.51,0.29589
20.527,58.416,262.206,15.53,0.29591
20.98,57.807,268.637,15.55,0.32684
21.121,58.159,266.278,15.57,0.32138
20.808,59.034,263.503,15.59,0.3019
21.019,59.347,262.821,15.61,0.31773
20.679,59.694,259.609,15.63,0.29904
20.341,59.359,257.247,15.65,0.30261
20.031,58.745,257.831,15.67,0.28822
20.22,59.632,256.806,15.69,0.31947
19.819,58.718,259.906,15.71,0.31376
20.162,57.832,263.782,15.73,0.30318
19.965,57.178,270.726,15.75,0.29453
20.292,57.457,274.018,15.77,0.32474
20.65,56.825,267.029,15.79,0.31726
20.504,56.072,262.635,15.81,0.30256
20.074,55.186,268.459,15.83,0.30347
20.557,56.115,263.455,15.85,0.31878
20.658,56.496,257.802,15.87,0.29423
20.234,56.704,264.614,15.89,0.31602
20.445,57.673,267.107,15.91,0.29378
20.812,57.403,260.168,15.93,0.30959
21.249,56.917,260.049,15.95,0.29872
20.807,56.079,263.227,15.97,0.32604
20.45,55.655,258.957,15.99,0.28739
20.503,56.055,261.028,16.01,0.30365
20.558,55.243,256.188,16.03,0.32222
20.82,56.089,262.021,16.05,0.31666
21.248,55.922,255.072,16.07,0.29067
20.858,55.113,252.996,16.09,0.31244
21.148,55.293,248.046,16.11,0.31243
21.003,54.319,244.974,16.13,0.29267
20.777,54.943,248.613,16.15,0.30858
20.416,55.559,251.094,16.17,0.28823
20.564,55.526,250.245,16.19,0.28518
20.583,54.726,245.544,16.21,0.28271
21.037,54.295,243.517,16.23,0.29147
21.435,54.421,249.385,16.25,0.29715
21.05,54.534,247.223,16.27,0.31342
21.429,54.479,253.822,16.29,0.31044
21.2,54.457,247.344,16.31,0.31447
20.802,54.074,248.259,16.33,0.28236
20.381,54.466,242.263,16.35,0.29294
20.22,53.923,237.906,16.37,0.30031
20.671,53.203,244.342,16.39,0.30084
20.813,53.623,247.2,16.41,0.31273
20.796,53.69,244.733,16.43,0.28227
20.961,52.757,241.592,16.45,0.28052
20.652,53.034,243.391,16.47,0.29309
20.242,52.901,241.329,16.49,0.30119
20.321,52.884,241.147,16.51,0.31135
20.577,52.878,240.856,16.53,0.27504
21.02,52.516,237.439,16.55,0.31408
21.238,51.611,231.306,16.57,0.27196
21.338,50.754,237.373,16.59,0.31338
21.384,50.988,234.459,16.61,0.27663
21.622,50.191,228.657,16.63,0.28372
21.134,50.059,231.565,16.65,0.30258
21.238,50.753,230.256,16.67,0.30414
21.245,50.199,236.474,16.69,0.28571
20.771,49.684,234.608,16.71,0.28466
20.796,50.451,231.7,16.73,0.28948
20.636,51.094,226.907,16.75,0.26839
20.639,51.438,231.044,16.77,0.29084
20.913,51.223,224.504,16.79,0.26878
20.451,50.881,224.441,16.81,0.27565
20.512,50.842,226.932,16.83,0.29023
20.33,50.535,228.124,16.85,0.28721
20.145,50.196,230.841,16.87,0.29013
19.78,50.078,236.339,16.89,0.26752
20.135,49.404,236.44,16.91,0.28519
19.645,50.235,235.809,16.93,0.30307
19.432,50.967,241.723,16.95,0.2902
19.135,51.338,242.408,16.97,0.30447
19.074,50.875,237.344,16.99,0.29062
19.548,49.932,240.711,17.01,0.30495
19.123,49.152,243.398,17.03,0.29325
18.691,49.821,243.726,17.05,0.30135
19.069,50.446,243.949,17.07,0.27749
19.075,49.647,246.172,17.09,0.27442
19.087,48.756,243.366,17.11,0.27639
19.207,49.33,237.168,17.13,0.29734
19.567,49.014,239.394,17.15,0.28314
19.222,49.072,233.603,17.17,0.29598
19.646,49.715,234.478,17.19,0.28625
20.131,49.211,228.542,17.21,0.28496
19.959,48.855,221.641,17.23,0.28035
19.723,48.231,215.207,17.25,0.26505
20.102,47.904,217.714,17.27,0.28476
19.93,48.548,220.4,17.29,0.27781
19.431,47.618,227.272,17.31,0.28878
19.869,48.422,220.559,17.33,0.28687
19.82,49.002,213.653,17.35,0.26145
20.071,49.588,215.329,17.37,0.26465
19.882,50.521,214.478,17.39,0.26876
19.934,50.34,215.215,17.41,0.26901
20.261,51.158,221.264,17.43,0.28056
20.203,51.569,226.001,17.45,0.28359
20.403,52.068,228.471,17.47,0.29387
20.112,52.065,229.706,17.49,0.26332
20.468,52.285,224.514,17.51,0.2942
20.685,52.802,223.003,17.53,0.29589
20.599,52.943,216.012,17.55,0.28196
20.817,53.077,215.964,17.57,0.2898
20.998,52.633,222.391,17.59,0.2914
21.486,53.575,228.255,17.61,0.3004
21.596,52.92,228.862,17.63,0.30188
21.616,53.656,223.397,17.65,0.28268
21.622,53.521,217.918,17.67,0.26966
21.96,53.49,211.6,17.69,0.26158
21.934,52.818,214.472,17.71,0.29465
21.662,53.003,209.634,17.73,0.26991
22.051,53.091,215.036,17.75,0.27294
21.881,53.033,214.757,17.77,0.30265
21.495,53.737,219.849,17.79,0.2863
21.339,53.775,216.943,17.81,0.29312
21.337,54.627,218.661,17.83,0.28296
21.548,54.635,224.324,17.85,0.27509
22.022,55.259,229.374,17.87,0.29344
22.359,54.873,233.042,17.89,0.28435
22.166,54.764,230.554,17.91,0.29129
22.486,54.278,233.988,17.93,0.28311
22.752,54.862,232.612,17.95,0.30962
23.167,55.463,231.078,17.97,0.3014
23.446,55.048,235.333,17.99,0.29986
23.752,54.222,228.954,18.01,0.32382
24.122,54.988,235.272,18.03,0.30816
23.909,54.248,235.289,18.05,0.2982
24.344,53.256,230.294,18.07,0.29819
24.043,52.707,232.478,18.09,0.30125
24.158,53.488,233.914,18.11,0.31764
24.024,52.807,231.402,18.13,0.32583
24.146,52.362,230.715,18.15,0.3209
24.314,52.483,236.107,18.17,0.31925
24.457,51.863,230.597,18.19,0.32781
24.556,51.694,231.843,18.21,0.29316
24.878,51.128,236.107,18.23,0.31702
24.654,50.188,240.528,18.25,0.30459
24.206,50.7,238.429,18.27,0.30897
23.953,51.418,235.592,18.29,0.29828
23.762,50.824,233.039,18.31,0.29024
23.421,50.659,238.351,18.33,0.29106
23.134,51.475,243.812,18.35,0.31821
22.874,51.315,239.769,18.37,0.29174
22.754,51.467,237.808,18.39,0.30891
22.55,51.158,241.877,18.41,0.32137
22.372,51.301,238.771,18.43,0.28508
22.61,50.643,237.731,18.45,0.30307
22.295,49.832,235.604,18.47,0.3183
22.41,49.595,229.148,18.49,0.30023
22.002,49.68,232.676,18.51,0.29333
21.801,48.775,226.023,18.53,0.28761
22.185,48.263,227.059,18.55,0.30077
21.746,47.569,224.697,18.57,0.29593
21.685,48.038,229.844,18.59,0.30283
22.177,48.547,234.774,18.61,0.31222
22.407,49.15,240.86,18.63,0.30367
22.545,49.18,245.774,18.65,0.30627
22.865,49.779,252.241,18.67,0.30551
23.075,50.293,258.348,18.69,0.33746
23.148,50.451,253.691,18.71,0.33725
22.903,50.9,257.832,18.73,0.31746
22.615,50.278,262.823,18.75,0.32216
22.205,50.712,259.325,18.77,0.33187
22.014,50.113,253.513,18.79,0.31197
21.965,50.615,253.017,18.81,0.30462
21.727,50.172,259.007,18.83,0.3004
22.215,49.826,253.245,18.85,0.30243
21.773,50.406,253.421,18.87,0.30352
21.935,50.667,259.579,18.89,0.33388
22.116,51.303,263.673,18.91,0.31909
22.32,50.459,267.285,18.93,0.34172
21.905,51.131,273.347,18.95,0.31425
21.93,51.987,279.79,18.97,0.31511
21.779,52.383,275.892,18.99,0.31929
21.303,51.69,276.764,19.01,0.33027
21.451,52.247,275.578,19.03,0.3151
20.967,51.66,272.952,19.05,0.30657
20.487,50.975,275.277,19.07,0.3235
20.923,51.572,276.226,19.09,0.30705
20.987,50.695,275.258,19.11,0.31683
20.915,50.254,277.86,19.13,0.33632
21.183,50.51,278.397,19.15,0.30588
21.406,50.6,275.187,19.17,0.31673
21.842,50.849,274.85,19.19,0.33075
21.756,50.789,271.914,19.21,0.32088
21.941,49.869,276.044,19.23,0.31867
22.124,50.154,278.181,19.25,0.33429
22.583,50.171,281.434,19.27,0.34321
22.319,49.738,280.37,19.29,0.32379
22.186,49.52,281.824,19.31,0.32175
22.49,49.395,284.711,19.33,0.32007
22.46,48.451,287.174,19.35,0.33217
22.909,48.099,288.067,19.37,0.33198
23.029,48.033,286.256,19.39,0.32923
22.641,47.273,293.243,19.41,0.34035
22.143,48.179,286.523,19.43,0.33284
22.36,49.008,289.503,19.45,0.33807
22.835,48.087,296.319,19.47,0.36119
23.264,47.596,291.314,19.49,0.35263
23.28,47.643,297.258,19.51,0.35529
23.091,47.443,292.127,19.53,0.33337
22.734,48.063,294.996,19.55,0.34688
22.608,48.4,299.376,19.57,0.36335
22.655,49.04,299.535,19.59,0.34747
23.021,48.813,298.077,19.61,0.34176
23.04,48.903,300.324,19.63,0.34852
22.757,49.636,298.168,19.65,0.36501
22.465,49.756,298.68,19.67,0.3599
22.104,50.576,299.12,19.69,0.34841
22.114,49.648,299.08,19.71,0.33554
21.956,49.947,299.047,19.73,0.32779
21.529,49.318,294.72,19.75,0.34277
21.207,50.081,290.657,19.77,0.31727
21.583,49.672,289.612,19.79,0.35343
22.027,50.102,283.578,19.81,0.33703
22.516,50.996,278.062,19.83,0.32801
22.332,50.255,280.789,19.85,0.32402
22.177,49.436,280.76,19.87,0.31846
22.109,48.722,287.114,19.89,0.32213
22.131,48.116,281.183,19.91,0.32027
21.686,47.395,281.092,19.93,0.33558
21.273,47.277,282.23,19.95,0.31729
21.145,46.421,278.311,19.97,0.32302
21.635,47.413,285.026,19.99,0.32898
21.216,47.061,281.354,20.01,0.30753
20.811,46.967,279.109,20.03,0.31019
