temperature,humidity,gas,time_hours,usage
24.191,49.897,124.56,13.35,0.19874
22.849,51.097,128.569,13.37,0.23977
22.018,49.175,128.605,13.39,0.22778
20.608,49.522,132.463,13.41,0.216
19.679,50.457,127.874,13.43,0.20813
20.058,51.368,121.553,13.45,0.22639
19.355,49.941,113.006,13.47,0.19107
20.122,48.067,105.609,13.49,0.21634
21.259,47.91,96.865,13.51,0.17531
20.484,48.303,95.222,13.53,0.1799
21.665,46.6,102.151,13.55,0.1648
22.043,45.636,108.06,13.57,0.18371
21.718,46.922,102.191,13.59,0.19861
22.405,48.682,97.236,13.61,0.19222
22.65,48.838,105.283,13.63,0.17743
21.778,48.445,98.962,13.65,0.183
22.787,49.339,91.026,13.67,0.20371
23.439,50.827,83.085,13.69,0.1743
22.906,51.872,76.723,13.71,0.15161
21.7,53.459,70.471,13.73,0.1973
21.319,52.349,70.0,13.75,0.1782
21.615,53.609,77.213,13.77,0.15555
22.581,53.125,80.218,13.79,0.1529
23.948,52.96,84.795,13.81,0.20804
22.623,51.365,84.084,13.83,0.17773
23.799,49.987,86.272,13.85,0.21822
23.729,49.221,94.696,13.87,0.21041
23.146,47.862,101.144,13.89,0.19131
23.881,49.04,102.894,13.91,0.18272
23.533,49.2,94.312,13.93,0.17693
24.601,48.455,102.708,13.95,0.23461
24.662,48.101,101.88,13.97,0.20712
25.73,47.049,96.448,13.99,0.22999
26.606,45.181,98.385,14.01,0.20852
27.62,44.781,99.189,14.03,0.22415
27.321,44.739,104.933,14.05,0.21263
27.856,43.504,101.688,14.07,0.23105
29.095,42.952,97.929,14.09,0.21171
29.446,41.165,103.948,14.11,0.24786
29.669,42.042,111.392,14.13,0.26437
29.383,41.595,116.321,14.15,0.23764
28.965,41.671,112.366,14.17,0.21263
28.385,39.919,108.612,14.19,0.2353
28.168,39.951,106.346,14.21,0.23134
27.054,39.284,103.741,14.23,0.23959
26.103,38.658,96.911,14.25,0.22909
25.608,39.936,91.792,14.27,0.21535
26.119,40.566,96.971,14.29,0.20798
25.794,38.671,98.328,14.31,0.23119
25.867,37.058,92.433,14.33,0.18468
24.853,35.496,92.947,14.35,0.19163
25.134,34.68,88.146,14.37,0.178
25.394,35.959,90.684,14.39,0.22134
25.463,35.265,89.005,14.41,0.2301
25.891,36.867,85.148,14.43,0.17914
27.36,38.359,90.919,14.45,0.23106
28.575,37.802,99.488,14.47,0.25526
27.708,39.46,108.702,14.49,0.21989
28.372,37.431,104.636,14.51,0.20823
27.7,38.799,99.23,14.53,0.25086
28.653,36.74,102.632,14.55,0.2594
29.523,36.994,96.41,14.57,0.23716
28.405,37.672,99.458,14.59,0.23463
28.161,38.314,100.799,14.61,0.20857
27.11,39.615,94.801,14.63,0.21288
27.495,39.668,103.622,14.65,0.25399
29.005,40.81,98.618,14.67,0.20018
29.163,40.802,98.826,14.69,0.22134
30.544,39.721,93.041,14.71,0.22697
30.372,40.67,103.34,14.73,0.26119
31.389,39.864,109.048,14.75,0.24448
32.675,41.338,109.989,14.77,0.24437
32.428,41.349,111.069,14.79,0.27783
32.129,42.232,109.337,14.81,0.27077
33.618,41.73,115.585,14.83,0.29593
34.083,42.41,112.594,14.85,0.25573
33.916,41.17,119.91,14.87,0.26941
33.201,39.435,113.274,14.89,0.2526
34.069,39.831,106.903,14.91,0.28125
35.072,38.434,116.838,14.93,0.258
35.984,39.151,120.102,14.95,0.27452
37.005,39.921,124.57,14.97,0.31242
36.494,40.772,125.122,14.99,0.2602
36.769,40.369,135.105,15.01,0.28322
35.62,41.119,140.348,15.03,0.31805
35.659,42.452,138.76,15.05,0.31936
35.038,43.02,147.801,15.07,0.31436
36.265,41.629,149.031,15.09,0.28782
37.7,41.18,151.0,15.11,0.28784
38.987,39.192,149.464,15.13,0.34449
40.23,40.652,157.11,15.15,0.35804
39.817,42.327,155.159,15.17,0.31208
39.509,42.574,156.319,15.19,0.3398
39.149,42.249,152.922,15.21,0.33296
37.96,42.5,150.066,15.23,0.32674
38.716,41.444,158.544,15.25,0.33197
39.204,40.719,156.439,15.27,0.33761
38.383,39.639,167.018,15.29,0.30766
38.786,39.39,174.612,15.31,0.34221
38.071,39.332,175.917,15.33,0.36291
39.043,40.344,183.825,15.35,0.34486
38.116,41.848,182.515,15.37,0.33854
39.388,40.218,191.818,15.39,0.34578
39.863,40.904,186.748,15.41,0.36762
41.277,40.798,191.702,15.43,0.34097
42.731,39.399,199.568,15.45,0.35866
42.654,37.325,206.502,15.47,0.39833
42.625,35.54,207.058,15.49,0.39464
42.341,34.115,211.926,15.51,0.41319
41.733,34.566,209.893,15.53,0.36227
42.506,33.338,211.229,15.55,0.39605
43.049,34.542,220.024,15.57,0.37977
42.185,35.386,219.485,15.59,0.40998
43.722,36.007,214.463,15.61,0.41725
42.775,37.806,213.21,15.63,0.36449
44.196,39.009,209.145,15.65,0.40849
43.133,39.89,203.625,15.67,0.39424
43.649,39.439,204.351,15.69,0.36679
43.437,37.531,213.962,15.71,0.38674
44.931,37.401,209.899,15.73,0.42155
44.672,35.478,219.035,15.75,0.39939
44.824,34.35,221.908,15.77,0.38841
44.98,35.475,230.956,15.79,0.43223
46.397,34.722,236.185,15.81,0.44927
46.837,34.33,235.179,15.83,0.41366
46.738,34.772,238.036,15.85,0.44958
46.079,34.391,231.607,15.87,0.40197
45.671,35.905,235.551,15.89,0.41241
46.835,34.582,242.384,15.91,0.42528
47.381,35.713,236.583,15.93,0.40691
48.267,34.957,234.838,15.95,0.43545
49.184,35.389,245.54,15.97,0.47409
49.321,35.166,238.727,15.99,0.4458
50.156,34.132,240.566,16.01,0.46959
50.209,35.604,239.063,16.03,0.476
49.933,33.634,244.553,16.05,0.47518
50.304,33.094,255.159,16.07,0.48064
49.966,34.542,251.417,16.09,0.45497
50.387,35.845,250.078,16.11,0.44149
49.505,36.889,251.897,16.13,0.47198
50.92,36.175,258.697,16.15,0.47584
52.072,36.607,252.052,16.17,0.47688
52.886,37.105,246.056,16.19,0.48927
54.453,36.684,246.164,16.21,0.5011
54.742,37.763,245.897,16.23,0.49627
54.902,38.719,254.111,16.25,0.5131
55.11,37.853,252.349,16.27,0.46075
53.903,36.358,247.104,16.29,0.4952
53.016,37.362,248.809,16.31,0.49701
54.417,36.572,251.04,16.33,0.499
55.438,36.42,260.528,16.35,0.49377
55.423,36.716,256.567,16.37,0.45971
54.512,37.374,252.455,16.39,0.45552
54.002,37.669,253.557,16.41,0.48305
54.624,38.892,262.948,16.43,0.4727
55.1,37.604,273.047,16.45,0.52715
55.167,36.759,276.564,16.47,0.48476
55.452,37.288,270.051,16.49,0.50221
54.42,36.389,269.988,16.51,0.51091
55.227,34.877,271.067,16.53,0.49676
55.506,33.665,263.892,16.55,0.48292
56.594,33.56,263.857,16.57,0.51886
55.758,33.531,266.717,16.59,0.50682
55.551,32.735,273.918,16.61,0.5236
56.885,32.231,268.371,16.63,0.51976
56.278,32.502,264.775,16.65,0.48709
57.011,32.105,272.25,16.67,0.53795
57.896,32.855,272.867,16.69,0.50146
58.0,33.465,268.146,16.71,0.53661
58.0,34.734,264.334,16.73,0.48922
58.0,35.547,267.544,16.75,0.53823
57.892,34.769,275.124,16.77,0.50612
58.0,34.705,268.28,16.79,0.48573
57.785,36.061,269.281,16.81,0.5252
57.831,34.38,265.098,16.83,0.525
58.0,35.987,274.404,16.85,0.49271
58.0,36.672,270.153,16.87,0.53959
57.276,34.645,276.279,16.89,0.49907
56.163,34.402,277.079,16.91,0.48301
55.587,34.097,278.96,16.93,0.51097
56.148,35.566,288.369,16.95,0.51955
56.427,34.312,280.95,16.97,0.53445
56.963,35.513,273.446,16.99,0.53556
56.457,34.042,268.15,17.01,0.5146
57.601,34.41,276.569,17.03,0.54239
58.0,32.668,278.885,17.05,0.54029
58.0,30.963,278.8,17.07,0.51674
58.0,31.967,272.158,17.09,0.49697
57.613,31.666,264.237,17.11,0.5368
57.481,31.525,264.557,17.13,0.49693
57.986,31.121,257.593,17.15,0.48895
58.0,31.317,261.486,17.17,0.51119
58.0,29.399,270.063,17.19,0.49872
58.0,30.956,264.011,17.21,0.48045
58.0,32.585,269.789,17.23,0.49403
58.0,32.413,275.105,17.25,0.51191
58.0,33.668,270.221,17.27,0.52842
56.681,32.169,270.2,17.29,0.52167
57.735,31.365,272.308,17.31,0.48583
57.01,30.896,272.459,17.33,0.48894
56.234,29.879,274.533,17.35,0.51027
55.145,31.603,276.272,17.37,0.51568
55.379,29.952,281.984,17.39,0.48969
55.16,28.378,278.406,17.41,0.50962
54.866,29.935,273.555,17.43,0.47473
54.26,29.879,269.399,17.45,0.46328
54.839,31.692,264.37,17.47,0.52117
56.108,29.775,258.74,17.49,0.47742
56.016,27.949,250.942,17.51,0.46906
55.282,26.547,250.529,17.53,0.47719
54.816,26.418,247.749,17.55,0.45333
54.595,25.525,254.324,17.57,0.49391
53.779,24.975,262.654,17.59,0.45937
54.778,26.873,255.967,17.61,0.49936
54.367,26.749,260.476,17.63,0.47558
53.861,25.131,254.746,17.65,0.45525
55.131,26.63,255.489,17.67,0.47165
55.979,24.79,263.84,17.69,0.52294
55.5,23.91,258.803,17.71,0.50828
54.973,22.854,266.852,17.73,0.50312
55.67,23.932,259.589,17.75,0.50329
56.217,25.779,256.28,17.77,0.49237
55.701,26.033,250.049,17.79,0.45944
56.036,26.671,243.863,17.81,0.48148
55.195,24.898,251.002,17.83,0.45524
56.425,24.867,243.16,17.85,0.51173
57.003,26.799,240.065,17.87,0.46249
57.77,26.053,231.672,17.89,0.48891
57.783,24.376,239.487,17.91,0.47632
57.226,26.406,245.871,17.93,0.4687
55.745,28.158,250.198,17.95,0.49919
55.413,29.257,241.466,17.97,0.49764
55.839,28.155,245.509,17.99,0.49555
56.4,28.952,249.783,18.01,0.46813
55.255,28.422,252.158,18.03,0.47088
53.982,29.733,248.671,18.05,0.50479
54.38,28.556,254.114,18.07,0.47943
52.925,30.411,251.251,18.09,0.47511
51.932,31.999,252.704,18.11,0.45718
50.573,32.37,254.269,18.13,0.44828
50.447,31.305,256.737,18.15,0.45708
50.857,29.992,246.804,18.17,0.43389
51.082,30.864,242.742,18.19,0.45753
49.586,30.514,247.594,18.21,0.45845
49.319,28.856,243.042,18.23,0.45883
48.042,30.038,237.112,18.25,0.4126
46.476,28.245,234.434,18.27,0.4449
47.312,27.236,230.906,18.29,0.40031
46.823,26.846,229.23,18.31,0.42742
46.794,27.175,222.508,18.33,0.41959
46.095,28.821,229.49,18.35,0.40683
46.169,27.424,234.408,18.37,0.45221
45.286,28.604,240.687,18.39,0.4096
45.798,30.702,230.724,18.41,0.40687
46.894,29.69,229.769,18.43,0.42325
47.198,29.994,224.253,18.45,0.42325
45.941,28.957,218.691,18.47,0.43637
45.082,27.611,216.949,18.49,0.43056
45.906,28.207,219.365,18.51,0.41366
46.221,29.495,209.091,18.53,0.39424
45.921,30.139,209.667,18.55,0.41316
45.651,29.334,210.59,18.57,0.42078
44.722,30.079,213.508,18.59,0.37677
44.358,29.389,218.389,18.61,0.37575
43.221,27.632,212.224,18.63,0.40255
43.135,26.322,216.632,18.65,0.37417
43.112,26.362,214.039,18.67,0.40685
41.629,27.938,215.821,18.69,0.40568
42.033,29.028,210.913,18.71,0.41007
41.8,27.518,208.183,18.73,0.38357
40.88,26.274,214.296,18.75,0.35974
40.361,25.04,205.049,18.77,0.36917
39.366,25.791,198.702,18.79,0.36102
39.172,25.991,199.018,18.81,0.34849
38.942,25.049,198.832,18.83,0.38335
39.895,25.31,203.212,18.85,0.37857
40.696,24.158,199.611,18.87,0.39693
39.863,22.766,194.515,18.89,0.36865
39.736,22.71,197.428,18.91,0.36712
38.882,21.577,200.331,18.93,0.36636
38.142,20.0,192.971,18.95,0.37536
38.458,20.0,198.737,18.97,0.35851
39.37,21.243,189.208,18.99,0.34874
39.78,20.547,195.269,19.01,0.37261
39.601,22.43,188.009,19.03,0.35095
38.729,23.449,184.153,19.05,0.33799
39.033,21.612,185.691,19.07,0.3596
38.653,20.197,183.282,19.09,0.33755
37.763,20.0,183.293,19.11,0.34812
38.254,20.147,174.851,19.13,0.36241
37.238,20.411,170.841,19.15,0.33562
36.374,22.077,170.993,19.17,0.30477
36.544,23.742,164.411,19.19,0.29297
35.495,25.681,165.825,19.21,0.32057
34.732,27.104,168.188,19.23,0.30607
35.676,25.471,171.192,19.25,0.32134
34.306,24.451,171.522,19.27,0.28825
34.946,24.395,176.982,19.29,0.32269
34.83,22.988,180.613,19.31,0.30173
34.496,24.795,180.097,19.33,0.3021
33.625,24.353,177.712,19.35,0.3051
33.192,23.046,168.741,19.37,0.31644
33.697,24.533,175.179,19.39,0.33092
34.102,24.95,170.543,19.41,0.30303
33.794,25.003,173.938,19.43,0.29929
34.505,24.519,174.142,19.45,0.29861
33.452,24.06,177.002,19.47,0.33619
32.269,25.036,178.301,19.49,0.30083
33.225,25.743,172.987,19.51,0.31103
33.486,27.798,170.814,19.53,0.30971
32.993,28.476,168.627,19.55,0.32169
33.245,27.477,168.023,19.57,0.3317
32.755,27.632,174.926,19.59,0.28053
32.712,26.162,173.973,19.61,0.31612
32.56,24.82,177.003,19.63,0.30163
31.911,24.228,169.166,19.65,0.27618
32.413,23.33,158.981,19.67,0.27527
32.421,25.321,156.684,19.69,0.28357
31.4,23.702,156.876,19.71,0.25727
30.07,24.575,151.211,19.73,0.27816
29.307,25.08,154.224,19.75,0.29474
28.412,24.486,153.051,19.77,0.26053
26.987,23.331,159.05,19.79,0.24963
26.971,24.916,149.474,19.81,0.26419
26.079,25.379,147.013,19.83,0.22186
26.854,26.424,146.836,19.85,0.22554
25.718,27.437,137.726,19.87,0.26092
26.687,27.07,131.704,19.89,0.22356
26.492,26.429,121.699,19.91,0.21538
26.051,26.4,129.271,19.93,0.26272
26.357,25.58,121.751,19.95,0.22728
27.436,24.205,119.31,19.97,0.21971
26.667,22.717,110.447,19.99,0.22887
27.525,23.818,104.278,20.01,0.21251
26.632,25.39,99.032,20.03,0.19129
